Category,Manufacturer,Medicine_Form,Price,Current_Stock,Quantity_Sold,Supplier_Name,Supplier_Lead_Time,Days_To_Expiry,Season,Month,Is_Festival,Avg_Last_7_Days_Sales,Avg_Last_30_Days_Sales,Safety_Stock,Reorder_Level,Storage_Requirements,Future_Demand
2,5,2,325.92,92,39,3,11,713,2,2,0,39,49,70,47,0,42
5,4,2,156.72,197,34,2,14,640,1,3,0,36,44,70,57,1,39
4,0,1,283.65,311,11,1,2,783,0,6,0,15,5,66,71,2,16
0,4,3,20.27,223,7,2,4,257,2,1,0,2,10,58,67,0,13
2,5,2,325.92,185,18,3,5,545,1,3,0,20,18,69,70,0,27
7,0,2,397.29,211,19,0,13,138,1,5,0,20,29,43,96,2,27
0,3,2,166.96,208,41,4,2,215,1,4,0,38,40,42,33,1,47
1,5,2,72.7,138,54,2,8,677,2,2,0,50,61,52,49,1,58
3,4,3,204.5,66,58,3,7,530,2,2,0,55,50,34,32,1,58
4,1,1,297.94,160,14,1,7,441,2,2,0,11,20,56,58,1,16
2,0,0,277.91,262,51,0,3,507,2,1,0,47,44,41,33,0,56
6,5,3,467.69,187,17,2,10,775,2,2,0,18,8,38,41,0,18
4,1,3,93.03,342,51,1,4,992,1,5,0,46,52,60,47,2,49
2,5,3,53.22,131,7,2,4,323,2,1,1,2,14,65,41,0,8
0,3,2,166.96,187,50,4,4,70,2,1,0,50,42,70,88,1,52
7,5,3,212.79,275,34,2,4,343,2,1,0,33,35,63,58,2,36
2,4,0,450.78,138,49,0,3,376,1,5,0,50,55,36,48,1,59
5,3,0,219.86,163,42,1,5,624,1,3,0,45,41,66,97,0,49
7,5,3,212.79,79,51,2,12,309,2,1,0,46,53,36,46,2,55
3,3,3,348.06,189,14,4,4,1018,1,3,0,10,12,31,53,0,16
1,2,1,244.64,196,49,1,13,655,1,3,0,45,57,45,86,1,52
5,4,2,156.72,496,22,2,4,378,0,6,0,24,16,77,49,1,22
7,3,2,123.69,68,12,0,7,435,2,1,0,15,14,51,88,2,18
0,0,2,127.2,230,53,3,5,431,1,3,0,58,57,71,46,1,60
3,0,0,61.98,44,46,4,6,398,0,7,0,44,44,72,81,1,53
6,0,2,302.34,466,42,4,7,658,0,6,0,43,34,70,36,1,46
2,1,3,366.0,485,36,4,5,845,0,7,0,31,28,20,44,0,33
6,5,3,467.69,133,24,2,14,785,0,6,0,26,14,35,73,0,30
0,1,3,112.93,282,46,2,7,894,2,2,0,43,55,68,67,1,51
0,2,1,95.12,405,43,0,8,814,2,1,0,45,53,66,54,2,46
5,3,0,219.86,201,16,1,6,460,2,2,0,13,15,39,64,0,22
6,5,3,164.14,424,56,1,6,394,1,3,0,55,53,20,55,1,62
1,4,3,117.68,318,8,2,11,809,2,2,0,6,7,62,41,1,9
4,4,3,425.25,67,31,2,3,184,1,3,0,33,31,62,45,2,32
4,4,3,305.04,313,29,3,9,528,2,1,0,30,29,65,63,0,34
6,5,3,164.14,499,24,1,6,393,1,4,0,22,14,55,89,1,22
4,4,1,82.18,337,58,2,14,507,1,5,0,56,68,62,71,2,61
4,1,3,93.03,296,18,1,8,545,1,4,0,21,19,64,36,2,21
3,4,3,204.5,451,38,3,6,669,0,6,0,33,36,35,63,1,44
1,5,2,72.7,58,14,2,2,202,1,5,0,17,14,51,78,1,23
6,3,2,356.47,63,40,1,6,612,2,2,0,39,35,45,70,0,47
2,4,0,319.2,413,40,2,8,607,2,1,0,35,35,22,64,0,37
6,0,2,302.34,239,15,4,10,537,1,4,0,18,10,47,74,1,15
0,1,3,112.93,277,34,2,5,209,2,1,0,38,28,42,55,1,35
4,1,3,93.03,244,52,1,10,481,0,7,0,50,53,61,50,2,56
0,3,2,226.22,298,19,4,5,537,0,6,0,15,13,70,79,2,17
3,3,3,117.96,329,14,4,8,534,1,3,0,16,14,44,63,2,18
7,5,3,212.79,68,24,2,14,245,2,1,0,19,16,62,50,2,29
4,1,3,93.03,152,44,1,8,384,1,3,0,46,41,75,30,2,44
6,4,3,302.46,70,54,4,12,787,1,5,0,56,51,69,91,2,57
4,1,1,129.97,50,34,2,9,372,2,1,0,36,26,63,88,0,34
2,4,0,319.2,460,56,2,12,606,0,6,0,52,50,75,99,0,60
5,4,0,457.07,436,47,2,6,717,2,1,0,52,56,38,58,0,51
3,4,3,204.5,234,41,3,2,228,1,4,0,39,48,30,61,1,45
1,3,1,345.21,423,32,2,6,746,1,3,0,27,39,66,42,2,38
1,3,1,345.21,189,35,2,5,818,2,2,0,33,38,48,53,2,44
1,2,1,244.64,150,44,1,14,771,1,5,0,45,52,33,56,1,47
6,3,2,356.47,94,34,1,13,600,1,5,0,38,25,43,78,0,37
6,4,0,408.86,354,26,1,3,430,2,1,0,23,18,25,47,2,26
2,4,0,319.2,313,35,2,13,772,2,2,0,33,35,68,94,0,42
7,5,3,212.79,201,6,2,7,65,1,5,0,2,10,35,41,2,8
0,0,2,371.5,98,18,4,5,683,2,2,0,15,21,41,56,0,25
1,3,1,345.21,468,23,2,11,246,2,1,1,23,15,26,35,2,30
4,4,3,425.25,392,35,2,7,380,1,4,0,34,45,61,88,2,36
1,2,2,70.79,291,19,0,2,379,1,4,0,19,13,44,79,2,18
0,4,3,20.27,70,44,2,11,407,1,3,0,49,34,49,72,0,44
2,0,2,291.67,389,7,1,5,251,0,6,0,3,1,55,48,1,7
6,2,1,259.78,486,56,2,12,348,2,1,0,53,49,53,57,1,62
2,0,0,449.03,326,19,3,7,452,1,3,0,14,27,20,91,1,23
3,5,2,26.51,461,16,3,6,985,0,7,0,18,11,42,44,0,21
1,2,1,446.05,281,36,0,14,1015,1,5,0,36,31,55,38,1,36
4,5,3,357.54,366,26,3,9,393,1,3,0,31,34,36,65,2,38
0,1,3,112.93,454,14,2,5,446,1,5,0,14,24,41,74,1,20
5,0,0,293.32,65,25,1,14,150,1,4,0,24,25,53,63,2,32
0,5,3,141.9,330,35,2,4,633,1,4,0,31,26,37,89,2,37
2,1,0,338.72,177,12,3,5,229,1,4,0,16,12,39,57,2,21
6,4,3,302.46,297,19,4,8,139,1,4,1,24,17,64,55,2,29
0,1,3,112.93,316,47,2,10,730,1,3,0,51,42,56,51,1,55
1,5,2,72.7,242,13,2,4,351,2,1,0,14,6,42,77,1,18
2,1,3,267.32,142,31,2,11,737,0,6,0,34,39,60,88,1,36
0,0,0,33.93,120,19,3,11,630,1,5,1,22,20,50,71,0,22
7,1,3,94.68,382,46,4,11,468,1,4,0,44,45,24,79,2,49
0,5,2,441.43,474,10,3,4,720,0,7,0,12,18,24,54,1,20
2,1,3,56.6,144,48,4,6,818,1,3,0,53,39,34,61,2,50
7,1,3,346.55,467,32,1,8,565,2,1,0,35,38,65,47,0,37
4,1,1,129.97,47,40,2,10,542,0,6,0,42,41,55,54,0,43
4,5,3,346.65,428,58,1,3,457,0,7,0,53,55,29,55,1,60
3,5,2,26.51,55,44,3,12,881,2,2,0,45,44,40,85,0,52
3,4,3,204.5,402,5,3,2,341,1,5,0,9,7,69,55,1,15
4,5,3,357.54,435,33,3,11,136,2,2,0,36,27,59,30,2,36
3,5,2,26.51,232,13,3,8,643,1,3,0,11,21,58,92,0,23
6,1,2,486.16,37,12,2,10,710,2,1,0,15,15,59,35,1,18
1,1,1,424.58,183,49,1,6,699,2,2,0,52,56,60,88,0,53
4,1,1,297.94,391,44,1,2,576,0,7,0,49,52,29,38,1,52
2,2,1,323.23,179,28,4,11,582,1,4,0,31,32,37,37,1,33
2,4,0,450.78,411,35,0,3,344,1,3,0,31,27,64,51,1,34
6,0,2,292.13,414,53,2,6,450,2,2,0,57,48,43,76,0,59
6,2,1,343.08,248,30,0,10,649,1,4,0,32,27,62,48,1,35
7,4,0,462.1,187,33,3,6,76,0,6,0,34,40,39,30,2,36
2,0,2,291.67,310,12,1,14,777,2,1,0,13,20,76,59,1,22
3,0,0,61.98,117,15,4,5,235,2,1,0,20,19,29,70,1,25
2,0,2,291.67,167,22,1,12,487,1,5,0,20,22,58,72,1,29
6,0,3,194.11,263,28,1,2,657,2,1,1,28,35,69,75,2,35
6,4,0,408.86,487,5,1,10,736,1,3,1,10,1,51,83,2,7
2,1,3,366.0,183,40,4,11,522,2,2,0,45,41,21,72,0,49
7,0,2,57.78,231,30,2,8,78,1,5,0,25,26,32,82,1,30
0,3,2,282.07,367,42,2,6,255,2,1,0,38,41,63,56,2,44
1,2,1,446.05,74,54,0,12,836,2,2,0,52,52,29,37,1,53
7,1,3,346.55,257,20,1,12,445,1,5,0,25,20,61,44,0,30
4,4,3,103.44,361,39,4,11,296,1,3,0,34,32,60,52,2,41
5,4,2,156.72,209,46,2,4,871,1,3,0,45,52,70,96,1,49
4,4,3,305.04,447,42,3,9,838,1,4,0,37,37,61,95,0,48
5,0,2,467.1,490,42,1,8,651,0,6,0,42,36,61,52,1,46
6,0,2,302.34,376,30,4,14,724,1,3,0,34,24,73,55,1,30
2,0,0,449.03,401,18,3,5,770,0,6,0,16,23,23,47,1,24
6,4,0,408.86,60,17,1,6,114,0,6,0,17,25,58,40,2,19
4,0,1,283.65,301,10,1,6,412,1,5,0,7,15,78,87,2,13
0,3,2,166.96,397,21,4,2,727,1,3,1,18,15,48,48,1,22
1,2,0,82.18,70,59,1,9,189,0,6,0,58,69,49,75,2,69
5,1,0,477.89,55,7,4,10,272,1,5,0,7,6,64,36,0,10
4,3,1,437.94,398,15,2,8,197,1,4,0,13,14,60,34,1,19
2,4,0,53.6,212,38,3,8,425,2,2,0,43,42,24,66,2,43
5,4,3,241.29,423,40,0,12,892,0,7,1,42,30,48,82,1,39
2,0,3,246.09,405,32,0,6,716,1,5,1,31,41,51,48,0,41
5,3,0,219.86,34,15,1,2,803,2,2,0,13,6,36,62,0,13
5,3,0,219.86,112,8,1,3,98,1,5,1,7,2,44,53,0,6
2,0,0,449.03,401,12,3,3,406,1,3,0,8,17,34,67,1,12
0,0,2,371.5,85,32,4,13,285,1,4,0,34,38,76,33,0,42
6,1,2,486.16,433,7,2,10,657,0,6,0,9,10,47,73,1,17
6,0,2,292.13,222,36,2,2,462,1,3,1,38,45,29,35,0,46
7,0,2,57.78,420,18,2,8,635,1,4,0,14,15,60,61,1,16
7,0,2,397.29,58,27,0,10,880,1,5,0,23,34,47,59,2,32
2,5,3,53.22,115,49,2,4,121,1,5,0,45,50,31,55,0,56
3,5,2,26.51,303,34,3,10,583,2,1,0,38,35,45,47,0,39
2,0,0,449.03,32,27,3,8,449,1,4,0,30,17,57,56,1,32
4,5,3,357.54,435,20,3,13,314,1,5,0,25,29,70,30,2,25
2,1,0,338.72,181,9,3,5,283,0,6,1,4,16,74,64,2,14
0,5,2,441.43,70,7,3,7,506,1,3,0,11,1,62,47,1,13
0,3,2,226.22,160,47,4,12,781,1,5,0,42,40,48,97,2,46
6,4,3,302.46,105,31,4,4,702,0,6,0,33,34,23,62,2,32
6,5,3,164.14,193,15,1,3,646,0,7,0,13,9,72,46,1,19
4,1,3,93.03,457,15,1,7,532,1,4,0,10,7,41,72,2,16
1,5,2,72.7,435,58,2,12,892,2,2,0,60,59,35,41,1,62
0,3,1,41.1,111,42,1,2,378,1,5,0,41,41,78,30,2,42
2,1,0,338.72,86,40,3,8,804,0,6,0,41,40,43,54,2,45
6,1,2,486.16,62,41,2,10,433,1,3,0,37,40,56,58,1,46
0,0,2,127.2,287,12,3,13,127,0,7,0,17,2,73,67,1,14
7,5,3,212.79,175,37,2,3,448,2,1,0,35,37,21,91,2,38
5,0,0,293.32,400,25,1,5,221,1,3,0,26,26,65,89,2,26
6,4,3,302.46,135,59,4,12,399,1,5,0,54,56,30,90,2,58
2,1,3,366.0,247,54,4,10,334,1,3,0,55,55,34,81,0,63
0,1,3,112.93,258,8,2,14,220,2,2,0,6,6,31,80,1,12
6,4,3,302.46,420,22,4,7,208,1,4,1,27,13,46,46,2,23
2,0,2,291.67,273,15,1,4,110,2,2,0,19,13,66,86,1,24
0,3,2,226.22,425,51,4,10,506,0,6,0,52,58,67,47,2,60
4,4,3,305.04,129,40,3,9,737,0,6,0,36,37,48,77,0,46
0,3,1,41.1,140,30,1,11,745,1,5,1,31,22,21,83,2,31
7,5,3,212.79,46,44,2,11,436,1,3,0,49,36,76,88,2,43
2,0,1,362.36,158,10,2,12,577,2,1,0,11,20,55,93,2,19
0,0,3,259.97,416,35,0,2,334,1,4,0,36,38,46,86,1,35
2,3,1,405.0,407,11,1,7,766,1,3,0,16,2,71,54,2,17
0,3,1,41.1,223,12,1,12,305,2,2,0,8,5,63,98,2,18
0,0,2,441.14,367,28,3,11,218,1,3,0,30,29,20,65,1,32
2,4,0,53.6,167,24,3,12,272,2,1,0,29,33,67,66,2,36
6,0,2,292.13,355,46,2,3,327,1,3,0,45,48,31,46,0,54
1,5,0,410.5,153,22,0,2,911,1,5,1,22,26,76,34,0,31
1,5,2,72.7,209,53,2,11,254,0,7,0,53,54,49,79,1,57
2,1,3,267.32,195,21,2,12,732,2,1,0,26,16,30,30,1,29
3,5,2,26.51,125,21,3,13,708,1,5,0,19,21,64,35,0,25
2,4,0,53.6,228,42,3,7,788,2,2,0,45,32,68,57,2,45
6,4,0,408.86,103,10,1,12,765,0,6,0,5,4,51,60,2,16
6,3,2,356.47,156,18,1,11,526,0,7,0,16,17,64,94,0,23
1,5,3,482.81,195,39,2,13,585,1,4,0,36,47,54,99,2,40
4,1,1,129.97,145,27,2,6,274,1,3,0,25,34,33,49,0,31
4,0,1,283.65,128,49,1,8,598,1,5,0,46,59,77,62,2,56
2,0,1,362.36,269,18,2,14,1033,2,1,0,16,12,41,51,2,18
5,4,2,156.72,215,7,2,2,389,2,2,0,4,2,22,51,1,5
1,3,1,345.21,279,10,2,12,143,0,7,1,9,14,37,39,2,12
4,0,1,283.65,111,43,1,8,826,0,6,0,42,48,30,64,2,52
6,1,3,14.44,318,16,3,11,712,0,7,1,20,17,65,72,1,20
0,3,1,41.1,166,12,1,12,705,2,2,1,16,20,49,89,2,14
6,0,3,194.11,126,37,1,10,880,2,2,0,38,31,65,44,2,40
2,3,2,142.33,251,52,2,10,240,0,7,0,47,43,64,69,2,55
2,3,1,405.0,269,17,1,3,81,2,1,0,20,9,21,41,2,23
1,2,0,82.18,275,44,1,3,209,1,5,0,48,40,40,94,2,45
6,2,1,343.08,120,43,0,8,981,1,4,0,46,36,71,75,1,50
4,1,1,129.97,150,39,2,7,508,1,4,0,44,38,71,86,0,44
7,1,3,346.55,110,29,1,11,483,1,3,0,29,31,31,58,0,31
0,3,2,166.96,242,50,4,6,523,1,5,0,45,59,67,98,1,58
5,0,2,467.1,182,16,1,13,742,0,6,0,11,15,27,82,1,16
0,0,3,259.97,269,45,0,3,904,1,3,1,48,37,72,96,1,53
6,0,2,292.13,294,30,2,11,898,1,4,0,32,38,45,75,0,39
4,2,0,414.69,226,23,2,6,101,1,5,0,23,21,22,63,1,30
0,0,3,259.97,343,14,0,2,686,1,4,0,17,5,43,91,1,15
6,5,3,164.14,210,41,1,14,566,0,7,0,40,43,67,68,1,43
4,4,1,82.18,198,25,2,13,175,1,4,0,23,21,46,99,2,26
7,1,3,346.55,271,57,1,3,809,1,4,0,59,58,32,94,0,59
2,1,0,338.72,164,38,3,6,662,2,1,0,41,28,61,82,2,44
2,0,0,277.91,445,9,0,10,326,1,4,0,9,14,76,51,0,11
2,4,0,53.6,331,6,3,12,688,1,3,0,3,1,73,46,2,11
4,5,3,357.54,418,38,3,9,737,1,5,0,39,30,36,91,2,43
4,2,0,414.69,480,49,2,13,702,1,3,0,49,47,74,81,1,49
2,0,0,449.03,372,41,3,7,305,2,2,0,38,41,54,52,1,43
6,2,1,259.78,485,28,2,5,523,0,6,0,23,27,77,92,1,33
0,4,3,20.27,483,25,2,12,263,1,3,0,29,29,52,96,0,35
6,0,3,194.11,211,31,1,14,608,1,4,0,29,25,38,68,2,31
2,0,2,291.67,348,9,1,10,230,0,7,0,11,16,41,60,1,19
1,2,0,82.18,319,9,1,7,708,2,1,0,6,17,74,90,2,13
1,2,2,70.79,184,20,0,3,631,1,3,0,16,21,32,48,2,28
0,3,2,166.96,65,29,4,8,877,0,7,0,24,36,40,68,1,29
2,0,3,246.09,177,9,0,5,186,0,6,0,7,3,44,48,0,15
0,5,2,441.43,373,49,3,3,962,0,7,0,44,39,45,77,1,48
5,3,0,219.86,332,49,1,2,934,2,2,0,46,51,77,38,0,57
2,0,2,398.04,62,16,0,14,481,2,1,0,16,15,46,31,0,17
6,4,1,346.07,225,53,1,2,635,1,4,0,49,46,36,76,1,55
3,4,3,204.5,350,50,3,2,578,2,1,0,53,40,51,78,1,50
1,3,1,345.21,444,51,2,13,864,1,3,0,49,51,62,45,2,55
0,4,3,20.27,186,5,2,12,317,1,4,0,1,1,47,30,0,6
4,3,1,437.94,117,17,2,9,196,0,6,0,22,13,72,30,1,25
0,0,2,127.2,121,16,3,3,592,1,4,0,21,26,61,88,1,27
0,0,2,441.14,197,57,3,7,827,0,6,0,61,54,65,74,1,66
1,1,1,424.58,448,46,1,7,789,1,4,0,49,40,56,86,0,52
4,5,3,346.65,273,51,1,4,392,1,3,0,49,49,74,92,1,54
2,1,3,56.6,311,53,4,13,705,2,1,0,51,46,49,76,2,58
7,1,2,188.49,94,31,4,2,658,2,1,0,36,21,33,93,2,35
1,5,0,410.5,474,34,0,2,534,2,1,0,36,38,67,98,0,43
7,1,1,362.34,108,35,1,14,290,2,1,0,34,45,49,52,2,41
2,4,0,319.2,315,49,2,4,191,1,4,0,49,53,30,89,0,52
3,0,0,61.98,233,6,4,6,264,1,5,0,6,1,24,81,1,10
4,3,1,437.94,203,50,2,4,865,1,5,0,53,49,20,91,1,52
0,3,0,49.41,39,16,3,9,728,2,1,0,11,19,45,34,2,19
2,4,0,53.6,97,8,3,10,336,1,4,0,11,2,26,84,2,9
6,4,3,302.46,275,52,4,3,828,2,1,0,53,51,74,55,2,54
0,0,2,441.14,390,51,3,12,561,1,4,0,51,60,52,41,1,57
6,0,3,194.11,297,17,1,5,648,2,2,0,19,7,28,31,2,16
2,5,3,53.22,105,20,2,6,584,2,1,0,15,17,52,81,0,23
6,0,2,292.13,230,27,2,14,635,0,6,0,31,33,72,75,0,35
0,1,2,184.21,427,28,3,10,365,2,1,0,25,30,47,73,1,27
0,0,2,371.5,88,6,4,2,230,2,2,0,4,1,53,34,0,11
4,4,3,305.04,53,23,3,6,337,2,1,1,24,26,23,77,0,31
1,1,1,424.58,393,19,1,3,578,1,3,0,22,22,31,98,0,28
6,4,0,408.86,255,41,1,11,418,1,4,0,46,40,29,64,2,47
7,5,3,212.79,183,53,2,10,329,1,4,0,57,49,46,47,2,58
6,5,3,467.69,151,50,2,13,633,0,6,0,48,58,32,77,0,60
4,0,1,283.65,383,53,1,12,724,0,6,0,54,48,72,57,2,59
0,5,2,441.43,243,20,3,10,375,0,7,0,15,14,42,67,1,21
0,0,3,259.97,241,44,0,8,225,0,7,0,39,54,79,81,1,49
6,0,1,444.0,137,42,1,14,577,2,1,0,39,47,72,84,0,49
2,1,3,267.32,76,49,2,12,294,0,7,0,47,39,39,61,1,54
6,1,3,14.44,93,34,3,4,185,2,1,0,38,44,60,40,1,42
2,0,0,449.03,320,11,3,7,594,2,2,0,16,2,47,59,1,16
2,1,3,56.6,130,32,4,11,741,1,4,0,30,39,40,70,2,39
7,1,3,346.55,59,54,1,6,584,1,3,0,58,55,60,31,0,60
0,1,2,184.21,304,16,3,8,897,0,6,0,13,22,75,62,1,24
0,2,1,95.12,223,39,0,14,417,2,2,0,38,43,33,55,2,46
7,1,1,362.34,154,42,1,9,613,1,5,0,42,41,63,42,2,49
4,5,3,346.65,356,9,1,8,534,2,2,0,14,17,32,77,1,20
4,3,1,437.94,431,19,2,11,213,1,5,0,19,16,76,79,1,19
1,2,1,244.64,401,7,1,12,294,1,3,0,3,1,58,69,1,10
6,5,3,164.14,302,48,1,5,902,0,7,0,44,47,28,44,1,49
6,1,2,486.16,275,8,2,14,157,1,3,0,10,5,71,59,1,8
4,5,3,346.65,334,27,1,6,422,1,4,0,22,33,33,63,1,27
2,1,3,56.6,119,47,4,10,790,0,6,0,50,53,21,73,2,49
0,0,3,259.97,363,46,0,5,614,0,7,1,42,41,68,34,1,47
6,1,3,14.44,238,31,3,11,268,1,3,0,36,24,36,37,1,33
2,5,3,53.22,432,47,2,7,791,1,5,0,52,55,75,64,0,59
3,3,3,117.96,98,13,4,2,415,1,4,1,12,13,24,95,2,19
2,2,1,323.23,372,34,4,11,259,2,2,0,33,31,40,56,1,35
1,1,1,424.58,152,13,1,5,773,2,1,0,13,4,69,63,0,19
6,3,2,356.47,457,20,1,9,755,1,5,0,25,26,33,66,0,22
1,3,1,345.21,460,50,2,12,785,2,1,0,46,44,27,67,2,48
7,5,3,212.79,434,40,2,10,478,0,7,0,36,45,20,46,2,43
5,3,0,219.86,136,57,1,3,809,0,7,0,60,64,50,64,0,65
5,4,3,241.29,331,16,0,6,938,1,3,0,21,18,29,37,1,26
4,5,3,357.54,180,17,3,7,784,1,4,0,20,15,68,36,2,25
2,3,2,142.33,108,48,2,3,448,1,5,1,49,53,50,69,2,51
3,3,3,117.96,232,28,4,3,384,0,6,0,28,24,76,99,2,33
1,5,2,72.7,226,11,2,11,502,1,5,0,16,20,37,68,1,14
4,4,3,425.25,78,53,2,4,602,1,5,1,52,49,28,56,2,55
5,0,0,293.32,230,25,1,13,533,0,6,0,26,24,44,85,2,29
4,2,0,414.69,339,33,2,11,379,1,4,1,37,28,46,48,1,34
4,1,3,93.03,64,22,1,6,782,1,5,0,26,12,41,81,2,22
7,1,1,357.75,33,16,0,10,809,2,2,0,17,12,35,51,2,15
2,0,0,449.03,278,17,3,3,330,0,7,0,21,21,38,83,1,26
6,4,3,302.46,68,40,4,6,415,2,2,0,35,34,42,39,2,42
3,5,2,26.51,404,27,3,2,818,2,1,1,25,34,31,56,0,33
0,0,3,259.97,168,18,0,8,156,2,2,0,19,28,35,79,1,24
1,2,2,70.79,219,15,0,6,326,1,4,0,20,20,42,80,2,20
0,3,1,41.1,251,11,1,13,326,1,5,0,13,13,43,32,2,12
2,5,2,325.92,336,18,3,14,548,1,5,0,16,23,65,52,0,19
7,1,1,362.34,138,32,1,5,387,1,4,0,30,37,64,62,2,37
0,3,1,41.1,376,8,1,12,609,2,2,0,13,5,58,76,2,8
6,2,1,343.08,371,52,0,3,695,0,7,0,52,59,26,78,1,61
2,0,0,277.91,382,38,0,3,427,2,1,0,36,31,67,91,0,37
6,5,3,164.14,285,29,1,4,575,1,3,0,31,27,43,65,1,37
6,4,0,408.86,350,14,1,11,891,1,4,0,14,16,57,95,2,14
7,1,3,94.68,294,7,4,9,892,2,2,0,7,17,49,55,2,10
2,2,1,323.23,59,34,4,3,425,1,4,0,29,37,21,48,1,39
0,1,0,66.94,133,27,1,13,361,1,5,0,28,36,68,70,2,31
1,3,1,345.21,123,16,2,6,205,1,3,0,21,19,51,85,2,18
2,0,0,449.03,459,48,3,14,872,0,6,0,51,55,69,80,1,53
4,1,3,93.03,111,39,1,13,903,1,5,0,40,46,69,69,2,41
7,5,3,212.79,446,35,2,8,725,1,5,0,35,37,54,73,2,40
5,0,0,293.32,233,12,1,11,508,1,5,0,13,18,45,80,2,13
7,1,1,362.34,441,28,1,5,756,2,1,0,25,38,50,79,2,36
6,1,2,486.16,333,28,2,6,553,0,6,0,26,34,47,95,1,34
5,4,3,241.29,44,24,0,10,428,0,6,0,25,24,38,99,1,25
2,0,0,449.03,223,8,3,8,661,1,4,0,5,9,61,66,1,7
0,0,2,127.2,367,38,3,2,277,1,4,0,43,36,31,78,1,47
4,1,1,297.94,438,17,1,8,707,1,4,0,12,9,59,40,1,20
4,4,3,103.44,112,25,4,9,271,2,1,1,29,19,33,99,2,29
1,2,2,70.79,372,40,0,7,387,1,4,0,37,40,79,44,2,39
6,2,1,343.08,122,27,0,12,371,1,5,0,24,26,39,65,1,34
0,5,2,441.43,455,8,3,6,905,2,1,0,11,9,72,62,1,16
2,3,1,405.0,283,31,1,7,111,1,4,0,35,27,21,90,2,36
1,1,1,424.58,425,44,1,4,183,2,1,0,42,37,23,50,0,47
0,0,2,127.2,137,15,3,3,243,2,2,0,20,7,52,45,1,15
7,3,2,123.69,472,14,0,14,599,1,4,0,19,10,77,44,2,20
1,5,2,72.7,463,16,2,5,842,1,5,0,20,19,43,92,1,22
6,2,1,259.78,318,10,2,2,241,2,1,0,6,17,28,64,1,11
2,0,3,246.09,400,27,0,8,396,1,4,0,31,21,49,33,0,30
0,0,2,441.14,109,33,3,9,417,0,6,0,38,40,45,34,1,42
4,5,3,346.65,494,52,1,12,99,1,5,0,54,47,47,52,1,53
5,0,2,467.1,202,5,1,3,164,0,6,0,3,1,53,45,1,11
2,4,0,53.6,112,43,3,4,864,0,6,0,44,49,53,38,2,50
0,2,1,95.12,440,25,0,14,585,1,5,0,20,26,46,73,2,31
3,3,3,117.96,473,16,4,13,342,1,5,0,17,22,34,68,2,26
1,1,1,424.58,175,44,1,12,767,1,5,0,47,38,57,87,0,48
7,1,1,357.75,432,58,0,5,734,2,2,1,59,56,35,41,2,60
3,3,3,117.96,320,17,4,8,790,1,5,0,15,12,62,97,2,18
1,5,3,482.81,44,41,2,7,524,0,6,0,43,41,79,31,2,46
6,4,3,302.46,170,26,4,5,977,0,6,0,23,17,33,97,2,27
4,3,1,437.94,394,43,2,6,279,2,1,0,38,49,67,83,1,44
3,4,3,204.5,315,57,3,11,471,1,3,0,56,49,71,98,1,63
2,0,2,291.67,359,10,1,4,277,0,6,0,9,20,41,90,1,15
2,0,1,362.36,274,46,2,12,492,1,3,0,43,41,34,57,2,45
5,1,0,477.89,272,38,4,11,682,0,6,0,36,45,77,77,0,44
2,3,2,142.33,51,58,2,2,307,0,6,0,53,54,30,97,2,59
0,0,2,441.14,201,23,3,4,941,1,3,0,22,24,46,35,1,22
2,5,2,325.92,494,40,3,5,299,0,7,0,40,50,23,39,0,42
2,0,2,291.67,300,7,1,13,240,2,1,0,5,7,69,47,1,8
7,0,2,397.29,450,30,0,12,623,1,5,1,33,31,20,59,2,37
0,0,2,127.2,478,33,3,2,481,0,7,0,29,24,70,42,1,35
7,0,2,57.78,231,36,2,6,686,0,6,0,36,46,27,65,1,39
7,1,1,357.75,48,19,0,7,535,1,5,0,15,12,22,89,2,20
7,1,3,346.55,262,27,1,4,234,1,3,0,26,33,58,89,0,28
4,2,0,414.69,478,31,2,3,755,2,1,0,33,30,34,59,1,36
6,1,3,14.44,224,6,3,12,248,1,5,0,9,16,68,78,1,16
1,3,1,345.21,220,48,2,3,760,2,1,0,51,44,69,81,2,56
2,3,2,142.33,293,47,2,4,632,2,2,0,45,54,26,90,2,47
7,1,1,357.75,163,32,0,2,323,1,3,0,30,32,31,77,2,40
5,4,3,241.29,56,6,0,8,387,1,4,1,1,3,29,98,1,4
7,5,3,212.79,189,42,2,3,464,2,1,0,43,49,52,87,2,51
7,1,3,346.55,344,38,1,8,708,2,1,0,43,42,38,63,0,40
6,1,3,14.44,265,19,3,14,758,0,6,0,16,22,20,75,1,23
0,3,1,41.1,165,58,1,11,633,1,3,0,60,62,23,77,2,66
2,3,2,142.33,381,9,2,8,906,1,5,0,7,17,63,33,2,16
3,0,0,61.98,467,15,4,13,516,0,7,0,14,12,44,69,1,21
7,3,2,123.69,397,5,0,6,945,2,2,0,5,1,49,32,2,13
3,4,3,204.5,293,14,3,8,144,0,7,0,9,21,27,74,1,19
3,5,2,26.51,325,20,3,12,750,0,7,0,21,17,60,45,0,24
7,1,2,188.49,175,58,4,3,510,2,2,1,59,51,59,47,2,62
2,1,0,338.72,191,42,3,3,723,1,5,0,40,52,64,87,2,43
4,1,1,129.97,44,59,2,10,551,1,5,0,56,69,56,95,0,62
